Source,Target,Weight
中国证券金融股份有限公司,刘丽丽,1
中国证券金融股份有限公司,樊文彪,1
中国电子信息产业集团有限公司,柴长茂,1
中国电子信息产业集团有限公司,郝双刚,1
中国电子信息产业集团有限公司,周淑芳,1
中国电子信息产业集团有限公司,彭伟燕,1
中国电子信息产业集团有限公司,董燕华,1
柴长茂,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,1
柴长茂,中央汇金资产管理有限责任公司,1
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,郝双刚,1
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,周淑芳,1
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,彭伟燕,1
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,董燕华,1
郝双刚,中央汇金资产管理有限责任公司,1
中央汇金资产管理有限责任公司,周淑芳,1
中央汇金资产管理有限责任公司,彭伟燕,1
中央汇金资产管理有限责任公司,董燕华,1
中国建设银行股份有限公司-景顺长城量化精选股票型证券投资基金,麦淑青,1
麦淑青,中国银行股份有限公司-银华优势企业(平衡型)证券投资基金,1
中国证券金融股份有限公司,陈重孚,1
中国证券金融股份有限公司,朱武广,1
中央汇金资产管理有限责任公司,陈重孚,1
中央汇金资产管理有限责任公司,朱武广,1
陈重孚,香港中央结算有限公司,1
香港中央结算有限公司,朱武广,1
卢志高,中央汇金资产管理有限责任公司,1
谭石庆,中央汇金资产管理有限责任公司,1
杨水莲,中央汇金资产管理有限责任公司,1
中央汇金资产管理有限责任公司,彭伟,1
中央汇金资产管理有限责任公司,洪卓斌,1
中央汇金资产管理有限责任公司,张忱业,1
中央汇金资产管理有限责任公司,江彩虹,1
香港中央结算有限公司,洪卓斌,1
香港中央结算有限公司,张忱业,1
香港中央结算有限公司,江彩虹,1
洪卓斌,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,1
洪卓斌,全国社保基金四零七组合,1
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,张忱业,1
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,江彩虹,1
张忱业,全国社保基金四零七组合,1
全国社保基金四零七组合,江彩虹,1
于平,中国银行股份有限公司-华宝标普中国A股红利机会指数证券投资基金(LOF),1
刘川,中国银行股份有限公司-华宝标普中国A股红利机会指数证券投资基金(LOF),1
朱武广,中国银行股份有限公司-华宝标普中国A股红利机会指数证券投资基金(LOF),1
童建兵,中国银行股份有限公司-华宝标普中国A股红利机会指数证券投资基金(LOF),1
冯书通,中国银行股份有限公司-华宝标普中国A股红利机会指数证券投资基金(LOF),1
肖钢,中国银行股份有限公司-华宝标普中国A股红利机会指数证券投资基金(LOF),1
中国航空技术深圳有限公司,高晖,1
