Source,Target,Weight
昆山创伟投资管理企业(有限合伙),王翔宇,1
昆山创伟投资管理企业(有限合伙),朱晓静,1
深圳市皇庭投资管理有限公司,霍孝谦,1
深圳市皇庭投资管理有限公司,陈巧玲,1
深圳市皇庭产业控股有限公司,霍孝谦,1
深圳市皇庭产业控股有限公司,陈巧玲,1
苏州和瑞九鼎投资中心(有限合伙),霍孝谦,1
苏州和瑞九鼎投资中心(有限合伙),陈巧玲,1
霍孝谦,中铁宝盈资产-浦发银行-中铁宝盈-宝鑫77号特定客户资产管理计划,1
陈巧玲,中铁宝盈资产-浦发银行-中铁宝盈-宝鑫77号特定客户资产管理计划,1
刘晓东,上海旌德投资合伙企业(有限合伙),1
刘晓东,上海民勤投资合伙企业(有限合伙),1
柳海彬,上海旌德投资合伙企业(有限合伙),1
柳海彬,上海民勤投资合伙企业(有限合伙),1
刘晓俊,上海旌德投资合伙企业(有限合伙),1
刘晓俊,上海民勤投资合伙企业(有限合伙),1
喻晓春,上海旌德投资合伙企业(有限合伙),1
喻晓春,上海民勤投资合伙企业(有限合伙),1
上海旌德投资合伙企业(有限合伙),杨洪,1
上海旌德投资合伙企业(有限合伙),寇光智,1
上海旌德投资合伙企业(有限合伙),马晓华,1
杨洪,上海民勤投资合伙企业(有限合伙),1
寇光智,上海民勤投资合伙企业(有限合伙),1
上海民勤投资合伙企业(有限合伙),马晓华,1
深圳市中洲创业投资有限公司,吴东明,1
亚晟发展集团有限公司,吴东明,1
深圳市军屯投资企业(有限合伙),吴东明,1
斯隆新产品投资有限公司,吴东明,1
鹏华基金-兴业银行-鹏华基金-鹏银1号特定多客户资产管理计划,吴东明,1
珠海投资控股有限公司,金春玲,1
泰达宏利基金-工商银行-中航信托-天顺(2016)70号泰达宏利基金投资单一资金信托,金春玲,1
广州市玄元投资管理有限公司-玄元投资元宝1号私募投资基金,金春玲,1
建信基金-工商银行-华润深国投信托-华润信托·增利10号集合资金信托计划,金春玲,1
铜陵发展投资集团有限公司,金春玲,1
广州金融控股集团有限公司,金春玲,1
杭州滨创股权投资有限公司,金春玲,1
西安飞机工业(集团)有限责任公司,金春玲,1
深圳市远望谷信息技术股份有限公司,李治平,1
李治平,昆仑健康保险股份有限公司-万能保险产品稳健型,1
上海鹏欣(集团)有限公司,张华伟,1
上海鹏欣(集团)有限公司,谈意道,1
上海鹏欣(集团)有限公司,安洪刚,1
上海鹏欣(集团)有限公司,孙庚更,1
上海鹏欣(集团)有限公司,侯钦源,1
上海鹏欣(集团)有限公司,成建铃,1
张华伟,上海鹏欣农业投资(集团)有限公司,1
张华伟,上海国之杰投资发展有限公司,1
张华伟,上海安企管理软件有限公司,1
谈意道,上海鹏欣农业投资(集团)有限公司,1
谈意道,上海国之杰投资发展有限公司,1
谈意道,上海安企管理软件有限公司,1
上海鹏欣农业投资(集团)有限公司,安洪刚,1
上海鹏欣农业投资(集团)有限公司,孙庚更,1
上海鹏欣农业投资(集团)有限公司,侯钦源,1
上海鹏欣农业投资(集团)有限公司,成建铃,1
安洪刚,上海国之杰投资发展有限公司,1
安洪刚,上海安企管理软件有限公司,1
孙庚更,上海国之杰投资发展有限公司,1
孙庚更,上海安企管理软件有限公司,1
侯钦源,上海国之杰投资发展有限公司,1
侯钦源,上海安企管理软件有限公司,1
上海国之杰投资发展有限公司,成建铃,1
上海安企管理软件有限公司,成建铃,1
西安东盛集团有限公司,郑文平,1
西安东盛集团有限公司,蒋仕波,1
财富证券-浦发银行-财富证券-广誉远安宫清心集合资产管理计划,郑文平,1
财富证券-浦发银行-财富证券-广誉远安宫清心集合资产管理计划,蒋仕波,1
华能贵诚信托有限公司-华能信托·悦晟3号单一资金信托,郑文平,1
华能贵诚信托有限公司-华能信托·悦晟3号单一资金信托,蒋仕波,1
国寿安保基金-建设银行-人寿保险-中国人寿保险(集团)公司委托国寿安保基金混合型组合,郑文平,1
国寿安保基金-建设银行-人寿保险-中国人寿保险(集团)公司委托国寿安保基金混合型组合,蒋仕波,1
北京东富新投投资管理中心(有限合伙),郑文平,1
北京东富新投投资管理中心(有限合伙),蒋仕波,1
郑文平,长安国际信托股份有限公司-长安信托-广誉远第二期员工持股集合资金信托计划,1
蒋仕波,长安国际信托股份有限公司-长安信托-广誉远第二期员工持股集合资金信托计划,1
张磊,长安国际信托股份有限公司-长安信托-美晨科技第一期员工持股集合资金信托计划,1
张磊,前海人寿保险股份有限公司-聚富产品,1
张磊,光大证券股份有限公司客户信用交易担保证券账户,1
张磊,前海人寿保险股份有限公司-海利年年,1
张磊,九泰基金-浦发银行-九泰基金-恒胜新动力分级1号资产管理计划,1
张磊,陕西省国际信托股份有限公司-陕国投·金元宝68号证券投资集合资金信托计划,1
郭柏峰,长安国际信托股份有限公司-长安信托-美晨科技第一期员工持股集合资金信托计划,1
郭柏峰,前海人寿保险股份有限公司-聚富产品,1
郭柏峰,光大证券股份有限公司客户信用交易担保证券账户,1
郭柏峰,前海人寿保险股份有限公司-海利年年,1
郭柏峰,九泰基金-浦发银行-九泰基金-恒胜新动力分级1号资产管理计划,1
郭柏峰,陕西省国际信托股份有限公司-陕国投·金元宝68号证券投资集合资金信托计划,1
李晓楠,长安国际信托股份有限公司-长安信托-美晨科技第一期员工持股集合资金信托计划,1
李晓楠,前海人寿保险股份有限公司-聚富产品,1
李晓楠,光大证券股份有限公司客户信用交易担保证券账户,1
李晓楠,前海人寿保险股份有限公司-海利年年,1
李晓楠,九泰基金-浦发银行-九泰基金-恒胜新动力分级1号资产管理计划,1
李晓楠,陕西省国际信托股份有限公司-陕国投·金元宝68号证券投资集合资金信托计划,1
韵升控股集团有限公司,刘普杰,1
韵升控股集团有限公司,竺韵德,1
宁波乾浩投资有限公司,刘普杰,1
宁波乾浩投资有限公司,竺韵德,1
宁波龙象进出口贸易有限公司,刘普杰,1
宁波龙象进出口贸易有限公司,竺韵德,1
汇源(香港)有限公司,刘普杰,1
汇源(香港)有限公司,竺韵德,1
上海人寿保险股份有限公司-万能产品1,刘普杰,1
上海人寿保险股份有限公司-万能产品1,竺韵德,1
连云港港口集团有限公司,卢妙翠,1
连云港港口集团有限公司,唐建柏,1
连云港港口集团有限公司,杨雪梅,1
连云港港口集团有限公司,张寿清,1
连云港港口集团有限公司,胡云辉,1
连云港港口集团有限公司,胡海燕,1
连云港港口集团有限公司,杨继耘,1
卢妙翠,领航投资澳洲有限公司-领航新兴市场股指基金(交易所),1
卢妙翠,中信建投证券股份有限公司,1
唐建柏,领航投资澳洲有限公司-领航新兴市场股指基金(交易所),1
唐建柏,中信建投证券股份有限公司,1
杨雪梅,领航投资澳洲有限公司-领航新兴市场股指基金(交易所),1
杨雪梅,中信建投证券股份有限公司,1
张寿清,领航投资澳洲有限公司-领航新兴市场股指基金(交易所),1
张寿清,中信建投证券股份有限公司,1
胡云辉,领航投资澳洲有限公司-领航新兴市场股指基金(交易所),1
胡云辉,中信建投证券股份有限公司,1
胡海燕,领航投资澳洲有限公司-领航新兴市场股指基金(交易所),1
胡海燕,中信建投证券股份有限公司,1
领航投资澳洲有限公司-领航新兴市场股指基金(交易所),杨继耘,1
中信建投证券股份有限公司,杨继耘,1
阮水龙,国泰君安君得鑫股票集合资产管理计划,1
阮伟祥,国泰君安君得鑫股票集合资产管理计划,1
项志峰,国泰君安君得鑫股票集合资产管理计划,1
潘小成,国泰君安君得鑫股票集合资产管理计划,1
阮兴祥,国泰君安君得鑫股票集合资产管理计划,1
国泰君安君得鑫股票集合资产管理计划,阮伟兴,1
湖南华菱钢铁集团有限责任公司,胡中祥,1
深圳市前海久银投资基金管理有限公司-湖南国企创新私募投资基金,胡中祥,1
胡中祥,四川郎信投资有限责任公司,1
胡中祥,江阴金汇投资有限公司,1
胡中祥,四川峨胜水泥集团股份有限公司,1
胡中祥,前海人寿保险股份有限公司-分红保险产品华泰组合,1
红蜻蜓集团有限公司,钱金波,1
红蜻蜓集团有限公司,金银宽,1
红蜻蜓集团有限公司,钱秀芬,1
红蜻蜓集团有限公司,陈铭海,1
红蜻蜓集团有限公司,钱金云,1
红蜻蜓集团有限公司,夏赛侠,1
红蜻蜓集团有限公司,郑军,1
红蜻蜓集团有限公司,陈满仓,1
红蜻蜓集团有限公司,汪建斌,1
辽宁海通新能源低碳产业股权投资基金有限公司,刘江,1
辽宁海通新能源低碳产业股权投资基金有限公司,徐志新,1
辽宁海通新能源低碳产业股权投资基金有限公司,李金钟,1
辽宁海通新能源低碳产业股权投资基金有限公司,王永军,1
辽宁海通新能源低碳产业股权投资基金有限公司,王曦,1
辽宁海通新能源低碳产业股权投资基金有限公司,王鹏,1
辽宁海通新能源低碳产业股权投资基金有限公司,王婷婷,1
上海祥禾泓安股权投资合伙企业(有限合伙),刘江,1
上海祥禾泓安股权投资合伙企业(有限合伙),徐志新,1
上海祥禾泓安股权投资合伙企业(有限合伙),李金钟,1
上海祥禾泓安股权投资合伙企业(有限合伙),王永军,1
